DS18B20,BMP390,,,SEN0463 (Geiger),,,GY271 (Magnetometer),,,,,SCD30,,,PMSA003I,,,,,,Solar Panel,,,,Time,Heater
External Temp (*C), Internal Temp (*C), Pressure (hPa), Approx. Altitude (meters), CPM, nSv/h, uSv/h, Mag. field X (mG), Mag. field Y (mG), Mag. field Z (mG), Heading (°), Magnitude (mG), CO2 (ppm), SCD30 Temp (C), Humidity (%), Particles > 0.3um / 0.1L air, Particles > 0.5um / 0.1L air, Particles > 1.0um / 0.1L air, Particles > 2.5um / 0.1L air, Particles > 5.0um / 0.1L air, Particles > 10 um / 0.1L air, Voltage (V), Power (mW), Solar Power (mW), Intensity (W/m^2), Time (seconds), Outside Heater Status
8.13,31.06,765.56,2302.7,31,206,0.21,33.56,-28.37,16.39,-40,46.9,236,20.15,24.37,1799,1478,334,0,0,0,5,2.5,14.71,3.69,2630,On
7.88,31.02,762.6,2333.7,30,200,0.2,44.39,-7.33,17.77,-9,48.37,766,18.67,23.29,1875,1533,358,0,0,0,5,2.5,14.71,3.69,2636,On
7.69,30.99,759.63,2364.84,32,211,0.21,35.18,-36.35,18.64,-45,53.91,0,19.57,23.58,2038,1662,388,0,0,0,5,2.5,14.71,3.69,2641,On
7.38,30.96,756.68,2395.92,27,178,0.18,2.64,-13.48,20.56,-78,24.72,0,16.77,24.35,2261,1846,412,0,0,0,5,2.5,14.71,3.69,2647,On
7.06,30.93,753.74,2426.98,22,145,0.15,15.06,-45.85,25.31,-71,54.49,195,15.83,25.39,2564,2105,457,2,0,0,5,2.5,14.71,3.69,2652,On
6.81,30.9,750.76,2458.58,16,106,0.11,14.58,-38.93,20.96,-69,46.56,611,16.31,26.49,2781,2308,496,1,0,0,5,2.5,14.71,3.69,2658,On
6.63,30.87,747.78,2490.28,19,128,0.13,34.04,-7.02,15.31,-11,37.98,68,17.01,26.73,3009,2517,559,8,0,0,5,2.5,14.71,3.69,2664,On
6.44,30.84,744.96,2520.33,19,130,0.13,41.75,9.04,24.06,12,49.03,186,16.62,27.2,3262,2740,624,20,0,0,5,2.5,14.71,3.69,2669,On
6.31,30.8,742.07,2551.3,21,142,0.14,23.6,-7.17,14.92,-16,28.82,207,17.94,26.84,3625,3055,715,30,0,0,5,2.5,14.71,3.69,2675,On
6.19,30.77,739.21,2581.88,25,168,0.17,38.43,-4.02,17.77,-5,42.53,561,17.25,23.77,4552,3873,981,57,0,0,5,2.5,14.71,3.69,2680,On
6.19,30.74,736.3,2613.26,27,181,0.18,33.72,8.63,22.29,14,41.34,399,17.93,21.71,6917,5979,1762,140,0,0,5,2.5,14.71,3.69,2686,On
6.31,30.7,733.34,2645.18,25,170,0.17,23.43,-2.64,15.81,-6,28.39,530,18.87,20.77,8751,7616,2462,254,0,0,5,2.5,14.71,3.69,2692,On
6.25,30.67,730.4,2677.12,26,174,0.17,28.14,-33.13,16.68,-49,46.56,519,18.31,19.2,9703,8463,2878,351,0,0,5,2.5,14.71,3.69,2697,On
6.19,30.64,727.5,2708.58,24,158,0.16,51.96,-12.14,21.42,-13,57.5,380,19.08,19.04,9895,8620,2996,392,0,0,5,2.5,14.71,3.69,2703,On
6.19,30.6,724.57,2740.54,24,158,0.16,36.93,-8.06,16.39,-12,41.2,474,19.9,18.38,9836,8567,3030,425,0,0,5,2.5,14.71,3.69,2708,On
6.19,30.57,721.67,2772.32,23,152,0.15,33.29,-26.1,15.58,-38,45.08,273,19.38,17.73,9741,8484,3058,469,0,0,5,2.5,14.71,3.69,2714,On
6.19,30.53,718.72,2804.71,32,213,0.21,5.08,10.6,27.39,64,29.81,210,17.65,17.34,9144,7939,2790,411,0,0,5,2.5,14.71,3.69,2719,On
6.19,30.5,715.77,2837.15,25,170,0.17,20.87,-10.33,15.5,-26,27.98,381,15.31,15.81,8980,7778,2554,320,0,0,5,2.5,14.71,3.69,2725,On
6.19,30.47,712.79,2870.07,25,166,0.17,23.35,-9.23,15.23,-21,29.36,555,14.77,15.06,8182,7079,2256,266,0,0,5,2.5,14.71,3.69,2731,On
6.25,30.43,709.79,2903.33,26,172,0.17,30,-12.98,14.68,-23,35.83,307,15.49,15.39,5872,5067,1582,170,0,0,5,2.5,14.71,3.69,2736,On
6.25,30.39,706.78,2936.85,26,177,0.18,41.79,-16.62,16.52,-21,47.91,231,14.6,16.54,4205,3619,1114,105,0,0,5,2.5,14.71,3.69,2742,On
6.19,30.36,703.77,2970.38,25,166,0.17,35.58,-7.63,16.33,-12,39.89,355,15.28,18.16,2750,2358,711,45,0,0,5,2.5,14.71,3.69,2747,On
6.13,30.33,700.77,3004.05,25,170,0.17,21.93,-24.77,14.79,-48,36.24,131,15.93,19,1909,1627,479,10,0,0,5,2.5,14.71,3.69,2753,On
6.06,30.3,697.74,3038.09,25,168,0.17,22.25,10.98,22.75,26,33.66,0,15.25,19.89,1216,1033,285,0,0,0,5,2.5,14.71,3.69,2759,On
6.06,30.27,694.71,3072.29,38,251,0.25,41.67,-20.12,16.75,-25,49.21,873,13.23,19.91,849,718,177,0,0,0,5,2.5,14.71,3.69,2764,On
5.94,30.23,691.66,3106.8,49,324,0.32,46.14,-22.02,18.83,-25,54.48,885,13.73,20.36,635,528,108,0,0,0,5,2.5,14.71,3.69,2770,On
5.94,30.2,688.61,3141.51,45,298,0.3,14.58,-23.08,16.68,-57,32,473,13.9,19.76,505,418,65,0,0,0,5,2.5,14.71,3.69,2775,On
6,30.17,685.55,3176.4,53,356,0.36,49.67,-5.92,20.92,-6,54.22,55,14.32,19.68,325,267,15,0,0,0,5,2.5,14.71,3.69,2781,On
5.81,30.14,682.51,3211.17,47,313,0.31,37,-1.31,18.29,-2,41.3,351,13.55,19.09,232,190,1,0,0,0,5,2.5,14.71,3.69,2786,On
5.88,30.1,679.46,3246.15,43,284,0.28,2.6,-4.02,22.17,-57,22.68,0,15.01,19.3,151,125,0,0,0,0,5,2.5,14.71,3.69,2792,On
5.94,30.06,676.46,3280.8,38,254,0.25,44.29,-12.46,17.31,-15,49.16,257,16.24,18.45,96,76,0,0,0,0,5,2.5,14.71,3.69,2798,On
5.88,30.03,673.47,3315.33,38,257,0.26,46.42,-20.37,18.47,-23,53.95,372,15.52,17.36,73,54,0,0,0,0,5,2.5,14.71,3.69,2803,On
5.81,29.99,670.46,3350.32,39,260,0.26,25.62,-2.5,16.52,-5,30.59,342,15.31,16.85,42,28,0,0,0,0,5,2.5,14.71,3.69,2809,On
5.63,29.96,667.47,3385.16,39,263,0.26,6.83,9.6,26.06,54,28.6,854,13.49,16.47,15,7,0,0,0,0,5,2.5,14.71,3.69,2814,On
5.56,29.93,664.46,3420.41,40,265,0.27,41.27,-3.83,18.43,-5,45.36,305,13.84,16.74,1,0,0,0,0,0,5,2.5,14.71,3.69,2820,On
5.44,29.9,661.46,3455.52,43,284,0.28,31.79,-25.14,15,-38,43.22,49,15.52,17.45,0,0,0,0,0,0,5,2.5,14.71,3.69,2825,On
5.44,29.86,658.48,3490.71,42,278,0.28,39.77,-6.29,16.96,-8,43.69,221,16.26,17.17,0,0,0,0,0,0,5,2.5,14.71,3.69,2831,On
5.25,29.82,655.6,3524.71,44,291,0.29,41.56,-22.52,16.96,-28,50.22,325,17,16.73,0,0,0,0,0,0,5,2.5,14.71,3.69,2837,On
5.19,29.79,652.72,3558.87,40,267,0.27,35.18,-14.88,14.88,-22,40.99,0,17.35,16.34,0,0,0,0,0,0,5,2.5,14.71,3.69,2842,On
5.06,29.75,649.93,3592.12,40,270,0.27,7.18,1.48,21.1,11,22.34,394,14.94,15.74,0,0,0,0,0,0,5,2.5,14.71,3.69,2848,On
5,29.72,647.13,3625.61,34,225,0.23,1.37,13.06,33.75,83,36.21,721,14.94,15.93,4,0,0,0,0,0,5,2.5,14.71,3.69,2853,On
4.75,29.69,644.34,3659.08,36,244,0.24,7.63,-14.68,17.62,-62,24.17,400,13.8,15.45,4,0,0,0,0,0,5,2.5,14.71,3.69,2859,On
4.63,29.65,641.59,3692.17,37,249,0.25,41.43,-15.81,16.52,-20,47.32,147,14.95,15.66,0,0,0,0,0,0,5,2.5,14.71,3.69,2865,On
4.38,29.62,638.84,3725.28,34,229,0.23,17,-3.83,17.46,-12,24.67,540,14.47,15.51,1,0,0,0,0,0,5,2.5,14.71,3.69,2870,On
4.19,29.58,636.07,3758.96,34,227,0.23,7.27,-22.71,17.93,-72,29.83,370,15.05,15.14,3,0,0,0,0,0,5,2.5,14.71,3.69,2876,On
3.94,29.54,633.25,3793.24,32,213,0.21,21.5,3.38,19,8,28.89,550,13.25,14.77,1,0,0,0,0,0,5,2.5,14.71,3.69,2881,On
3.81,29.5,630.45,3827.32,39,258,0.26,34.08,5.56,20.21,9,40.01,217,15.04,15.19,0,0,0,0,0,0,5,2.5,14.71,3.69,2887,On
3.75,29.46,627.69,3861.22,40,264,0.26,17.75,-32,17.27,-60,40.46,235,15.69,15.03,0,0,0,0,0,0,5,2.5,14.71,3.69,2892,On
3.5,29.42,624.97,3894.64,37,245,0.25,5.17,-9.52,19.81,-61,22.58,322,16.32,14.51,0,0,0,0,0,0,5,2.5,14.71,3.69,2898,On
3.44,29.39,622.28,3927.72,32,213,0.21,10.27,-21.42,17.71,-64,29.63,357,16.88,14.07,5,2,0,0,0,0,5,2.5,14.71,3.69,2904,On
3.25,29.34,619.68,3959.98,32,213,0.21,32.72,-23.92,14.92,-36,43.19,475,15.56,13.77,12,4,0,0,0,0,5,2.5,14.71,3.69,2909,On
3,29.31,617.13,3991.57,37,249,0.25,50.18,-5.23,21.58,-5,54.88,68,16.15,13.73,7,1,0,0,0,0,5,2.5,14.71,3.69,2915,On
2.75,29.28,614.66,4022.43,44,294,0.29,34.67,-0.47,17.67,0,38.91,154,16.6,13.73,3,0,0,0,0,0,5,2.5,14.71,3.69,2920,On
2.56,29.25,612.16,4053.67,48,320,0.32,13.35,-20.42,16.56,-56,29.48,459,17.26,13.59,8,0,0,0,0,0,5,2.5,14.71,3.69,2926,On
2.31,29.21,609.67,4084.91,47,316,0.32,9.83,-35.47,21.04,-74,42.4,389,17.25,13.21,19,3,0,0,0,0,5,2.5,14.71,3.69,2932,On
2.19,29.19,607.17,4116.38,45,299,0.3,8.14,3.75,21.42,24,23.22,384,17.69,13.01,43,9,0,0,0,0,5,2.5,14.71,3.69,2937,On
2.06,29.16,604.7,4147.55,45,304,0.3,35.06,-9.39,16.64,-14,39.93,182,18.05,12.8,49,6,0,0,0,0,5,2.5,14.71,3.69,2943,On
1.81,29.12,602.22,4178.96,41,271,0.27,31.31,-2.85,16.75,-5,35.62,344,17.32,12.57,42,0,0,0,0,0,5,2.5,14.71,3.69,2948,On
1.56,29.08,599.79,4209.83,39,258,0.26,29.42,-14.68,14.52,-26,35.94,658,14.95,11.02,26,0,0,0,0,0,5,2.5,14.71,3.69,2954,On
1.44,29.04,597.28,4241.76,39,258,0.26,-0.42,-32.56,24.87,-90,40.98,0,15.59,10.38,12,0,0,0,0,0,5,2.5,14.71,3.69,2959,On
1.31,29,594.84,4273.06,34,231,0.23,12.88,-1.73,18.02,-7,22.21,0,14.73,10.03,5,0,0,0,0,0,5,2.5,14.71,3.69,2965,On
1.19,28.97,592.42,4304.09,30,199,0.2,42.54,-27.72,17.67,-33,53.76,607,12.18,9.63,0,0,0,0,0,0,5,2.5,14.71,3.69,2971,On
1,28.93,589.98,4335.57,25,166,0.17,20.83,3.79,19.71,10,28.93,482,9.45,9.33,0,0,0,0,0,0,5,2.5,14.71,3.69,2976,On
0.88,28.9,587.51,4367.48,23,152,0.15,14.42,-14.23,16.02,-44,25.82,0,11.06,9.8,0,0,0,0,0,0,5,2.5,14.71,3.69,2982,On
0.69,28.86,585.01,4399.81,29,195,0.2,36.1,-32.89,17.31,-42,51.81,377,10.32,10.03,0,0,0,0,0,0,5,2.5,14.71,3.69,2987,On
0.5,28.82,582.54,4431.99,31,205,0.21,-5.38,-8.58,27.71,-122,29.5,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,2993,On
0.37,28.79,580.05,4464.52,34,227,0.23,10.08,-24.21,17.67,-67,31.62,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,2999,On
0.19,28.75,577.57,4497.03,32,213,0.21,0.67,-22.87,22.83,-88,32.33,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,3004,On
0,28.71,575.06,4530.02,39,258,0.26,7.27,-9.71,19.1,-53,22.62,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,3010,On
-0.12,28.68,572.62,4562.12,41,271,0.27,26.47,12.63,25.81,25,39.07,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,3015,On
-0.31,28.64,570.19,4594.39,43,284,0.28,10.54,-11.33,17.81,-47,23.59,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,3021,On
-0.5,28.6,567.71,4627.32,45,303,0.3,24.75,-35.35,17.31,-55,46.49,588,8.93,9.93,0,0,0,0,0,0,5,2.5,14.71,3.69,3026,On
-0.69,28.57,565.27,4659.87,47,313,0.31,3.08,-4.23,21.97,-53,22.59,0,8.67,10.02,0,0,0,0,0,0,5,2.5,14.71,3.69,3032,On
-0.94,28.53,562.84,4692.33,43,285,0.29,24.39,-33.29,16.6,-53,44.48,0,10.07,10.77,8,4,1,0,0,0,5,2.5,14.71,3.69,3038,On
-1.19,28.49,560.39,4725.2,49,325,0.33,49.54,-16.62,19.67,-18,55.83,0,10.07,10.77,9,4,1,0,0,0,5,2.5,14.71,3.69,3043,On
-1.44,28.46,557.92,4758.49,48,320,0.32,12.48,-0.88,20.6,-4,24.1,2509,8.69,10.55,1,0,0,0,0,0,5,2.5,14.71,3.69,3049,On
-1.56,28.42,555.55,4790.59,48,324,0.32,40.17,-19.85,16.47,-26,47.74,206,10.97,11.09,0,0,0,0,0,0,5,2.5,14.71,3.69,3054,On
-1.81,28.38,553.11,4823.71,50,334,0.33,15.93,-46.64,25.31,-71,55.41,650,11.38,10.86,0,0,0,0,0,0,5,2.5,14.71,3.69,3060,On
-2.19,28.34,550.6,4857.84,47,317,0.32,18.42,7.13,21.46,21,29.16,586,11.04,10.15,0,0,0,0,0,0,5,2.5,14.71,3.69,3065,On
-2.44,28.3,548.15,4891.31,44,291,0.29,42.06,-5.92,17.97,-8,46.12,523,9.86,9.6,14,3,0,0,0,0,5,2.5,14.71,3.69,3071,On
-2.69,28.25,545.69,4925,38,251,0.25,22.37,-36.92,18.08,-58,46.8,470,8.08,9.54,107,52,0,0,0,0,5,2.5,14.71,3.69,3077,On
-2.94,28.21,543.24,4958.76,41,271,0.27,39.77,-29.97,17.58,-37,52.81,0,9.07,9.51,301,174,0,0,0,0,5,2.5,14.71,3.69,3082,On
-3.31,28.18,540.87,4991.59,42,284,0.28,5.64,-14.21,18.87,-68,24.29,608,6.44,9.25,789,501,0,0,0,0,5,2.5,14.71,3.69,3088,On
-3.56,28.14,538.46,5024.93,55,370,0.37,-1.02,-26.27,23.58,-92,35.31,1047,5.06,9.11,3092,2010,0,0,0,0,5,2.5,14.71,3.69,3093,On
-3.75,28.1,536.09,5057.99,55,367,0.37,26.21,-39.83,19,-56,51.33,278,5.8,9.29,5680,3573,0,0,0,0,5,2.5,14.71,3.69,3099,On
-4,28.07,533.74,5090.76,52,345,0.35,-1.46,-21.27,22.25,-93,30.81,275,4.82,9.29,6771,4001,0,0,0,0,5,2.5,14.71,3.69,3105,On
-4.25,28.03,531.48,5122.36,49,329,0.33,17.97,-34.83,18.52,-62,43.35,275,4.82,9.29,6395,3546,0,0,0,0,5,2.5,14.71,3.69,3110,On
-4.44,27.99,529.16,5155.04,48,324,0.32,44.52,-16.25,17.85,-20,50.64,275,4.82,9.29,4700,2513,0,0,0,0,5,2.5,14.71,3.69,3116,On
-4.63,27.96,526.81,5188.28,47,312,0.31,6.04,-30.27,20.64,-78,37.13,275,4.82,9.29,3256,1725,0,0,0,0,5,2.5,14.71,3.69,3121,On
-4.88,27.92,524.44,5221.73,50,336,0.34,34.88,-28.43,16.08,-39,47.78,275,4.82,9.29,2090,1091,0,0,0,0,5,2.5,14.71,3.69,3127,On
-5.13,27.88,522.11,5254.87,36,238,0.24,28.18,2.64,18.47,5,33.8,275,4.82,9.29,1436,738,0,0,0,0,5,2.5,14.71,3.69,3132,On
-5.38,27.84,519.8,5287.88,33,218,0.22,33.77,2,19.14,3,38.87,275,4.82,9.29,907,453,0,0,0,0,5,2.5,14.71,3.69,3138,On
-5.63,27.8,517.42,5321.93,52,344,0.34,30,-37.52,17.67,-51,51.18,275,4.82,9.29,614,295,0,0,0,0,5,2.5,14.71,3.69,3144,On
-5.88,27.76,515.02,5356.44,67,445,0.45,16.43,-35.63,18.56,-65,43.4,275,4.82,9.29,372,170,0,0,0,0,5,2.5,14.71,3.69,3149,On
-6,27.72,512.63,5390.89,64,427,0.43,15.93,-3.71,18.43,-13,24.65,275,4.82,9.29,260,116,0,0,0,0,5,2.5,14.71,3.69,3155,On
-6.25,27.68,510.33,5424.22,69,463,0.46,22.93,3.63,18.92,8,29.95,0,3.44,9.07,145,56,0,0,0,0,5,2.5,14.71,3.69,3160,On
-6.44,27.64,508,5458.09,72,478,0.48,30,-32.81,16.96,-47,47.58,68,2.92,9.69,86,17,0,0,0,0,5,2.5,14.71,3.69,3166,On
-6.75,27.6,505.7,5491.68,69,462,0.46,38,-40.04,20.43,-46,58.86,68,2.92,9.69,96,3,0,0,0,0,5,2.5,14.71,3.69,3171,On
-7,27.56,503.42,5525.01,70,466,0.47,30.87,-23.39,14.96,-37,41.52,68,2.92,9.69,189,11,0,0,0,0,5,2.5,14.71,3.69,3177,On
-7.19,27.52,501.14,5558.62,67,448,0.45,26.92,-13.56,14.43,-26,33.42,111,3.17,9,216,8,0,0,0,0,5,2.5,14.71,3.69,3183,On
-7.44,27.48,498.81,5592.91,68,452,0.45,0.58,-6.6,22.83,-84,23.78,193,4.45,9.07,144,0,0,0,0,0,5,2.5,14.71,3.69,3188,On
-7.56,27.44,496.53,5626.61,58,384,0.38,35.89,-29.46,16.47,-39,49.27,343,4.79,9,85,0,0,0,0,0,5,2.5,14.71,3.69,3194,On
-7.81,27.4,494.26,5660.37,63,417,0.42,20.92,7.17,19.77,18,29.66,321,6.24,9,32,0,0,0,0,0,5,2.5,14.71,3.69,3199,On
-8,27.35,491.98,5694.37,71,470,0.47,10.63,3.14,21.35,16,24.05,134,7.04,9.03,7,0,0,0,0,0,5,2.5,14.71,3.69,3205,On
-8.19,27.31,489.71,5728.34,64,426,0.43,30.79,-32.08,16.12,-46,47.3,382,6.48,8.45,0,0,0,0,0,0,5,2.5,14.71,3.69,3211,On
-8.56,27.27,487.48,5761.97,58,384,0.38,14,8.02,23.22,29,28.28,479,6.55,8.36,0,0,0,0,0,0,5,2.5,14.71,3.69,3216,On
-8.88,27.23,485.2,5796.33,60,403,0.4,30.87,-36.04,17.77,-49,50.67,379,7.63,8.42,0,0,0,0,0,0,5,2.5,14.71,3.69,3222,On
-9.13,27.18,482.88,5831.39,61,406,0.41,12.64,-18.87,16.33,-56,27.98,253,9.07,8.31,0,0,0,0,0,0,5,2.5,14.71,3.69,3227,On
-9.31,27.13,480.64,5865.54,63,417,0.42,45.97,-11.33,18.92,-13,50.99,520,6.48,7.87,0,0,0,0,0,0,5,2.5,14.71,3.69,3233,On
-9.63,27.09,478.38,5899.96,59,395,0.4,26.29,-9.39,15.54,-19,31.95,928,3.89,7.36,2,0,0,0,0,0,5,2.5,14.71,3.69,3239,On
-10,27.04,476.08,5935.26,57,384,0.38,0.37,-13.31,21.77,-88,25.52,0,3.88,7.3,8,0,0,0,0,0,5,2.5,14.71,3.69,3244,On
-10.13,26.99,473.79,5970.48,59,394,0.39,10.35,-37.08,21,-74,43.86,0,5.7,7.81,6,0,0,0,0,0,5,2.5,14.71,3.69,3250,On
-10.44,26.94,471.54,6005.17,89,589,0.59,44.29,-21.67,17.89,-26,52.45,717,3.88,7.61,0,0,0,0,0,0,5,2.5,14.71,3.69,3255,On
-10.81,26.9,469.31,6039.71,114,754,0.75,-5.43,-15.13,25.5,-109,30.14,511,1.98,7.34,0,0,0,0,0,0,5,2.5,14.71,3.69,3261,On
-11.19,26.85,467.03,6075.2,99,655,0.66,42.93,-25.1,17.77,-30,52.81,406,1.25,7.4,0,0,0,0,0,0,5,2.5,14.71,3.69,3266,On
-11.44,26.8,464.77,6110.48,112,746,0.75,26.64,-36.92,18.02,-54,48.96,0,2.41,7.78,0,0,0,0,0,0,5,2.5,14.71,3.69,3272,On
-11.88,26.76,462.52,6145.69,96,640,0.64,17.58,-42.46,21.22,-67,50.62,27,1.46,7.78,0,0,0,0,0,0,5,2.5,14.71,3.69,3278,On
-12.25,26.71,460.27,6181.11,91,604,0.6,25.81,-6.17,15.23,-13,30.59,165,-0.22,7.74,0,0,0,0,0,0,5,2.5,14.71,3.69,3283,On
-12.5,26.67,458.01,6216.94,84,558,0.56,3.71,-34.5,22.83,-83,41.54,183,-0.25,7.84,0,0,0,0,0,0,5,2.5,14.71,3.69,3289,On
-12.69,26.62,455.73,6253.02,83,551,0.55,17.75,-37.38,19.04,-64,45.55,112,-0.25,7.93,0,0,0,0,0,0,5,2.5,14.71,3.69,3294,On
-12.88,26.57,453.58,6287.3,87,576,0.58,14.31,-27.96,17.1,-62,35.76,0,1.91,8.48,0,0,0,0,0,0,5,2.5,14.71,3.69,3300,On
-13.06,26.52,451.45,6321.37,93,618,0.62,27.71,-16.17,14.25,-30,35.1,62,3.38,8.85,0,0,0,0,0,0,5,2.5,14.71,3.69,3306,On
-13.38,26.48,449.33,6355.34,88,588,0.59,40.13,-37,19.81,-42,58.06,285,3.99,8.48,0,0,0,0,0,0,5,2.5,14.71,3.69,3311,On
-13.75,26.43,447.2,6389.69,77,509,0.51,27.87,-28.47,15.46,-45,42.74,223,4.75,8.35,0,0,0,0,0,0,5,2.5,14.71,3.69,3317,On
-14,26.39,445.05,6424.53,71,470,0.47,22.1,7.98,21.62,19,31.93,352,5.17,8.13,0,0,0,0,0,0,5,2.5,14.71,3.69,3322,On
-14.31,26.34,442.88,6459.76,67,443,0.44,42.1,-14.04,16.75,-18,47.44,452,5.02,7.9,0,0,0,0,0,0,5,2.5,14.71,3.69,3328,On
-14.56,26.29,440.7,6495.31,64,426,0.43,7.71,-3.33,19.46,-23,21.19,483,4.48,7.63,0,0,0,0,0,0,5,2.5,14.71,3.69,3334,On
-14.94,26.24,438.51,6531.08,64,426,0.43,6.52,-37.13,23.14,-80,44.23,288,4.76,7.59,0,0,0,0,0,0,5,2.5,14.71,3.69,3339,On
-15.31,26.19,436.33,6567.02,75,497,0.5,17.97,-6.81,16.43,-20,25.29,279,3.99,7.22,1,0,0,0,0,0,5,2.5,14.71,3.69,3345,On
-15.56,26.14,434.18,6602.45,82,548,0.55,-4.1,-39.35,30.6,-95,50.02,152,5.22,7.4,0,0,0,0,0,0,5,2.5,14.71,3.69,3350,On
-15.88,26.08,431.99,6638.68,83,551,0.55,16.92,-42.42,21.27,-68,50.37,109,5.97,7.46,0,0,0,0,0,0,5,2.5,14.71,3.69,3356,On
-16.25,26.03,429.79,6675.36,84,560,0.56,15.1,2.17,20.25,8,25.35,439,5.09,7.24,0,0,0,0,0,0,5,2.5,14.71,3.69,3361,On
-16.5,25.98,427.59,6712.06,87,582,0.58,16.04,-40.39,21.18,-68,48.35,748,4.14,7.18,0,0,0,0,0,0,5,2.5,14.71,3.69,3367,On
-16.81,25.93,425.35,6749.61,90,601,0.6,34.39,-6.89,16.47,-11,38.75,77,5.03,7.21,0,0,0,0,0,0,5,2.5,14.71,3.69,3373,On
-17.12,25.87,423.14,6786.91,74,490,0.49,-2.68,-8.42,23.89,-107,25.47,313,4.52,7.17,0,0,0,0,0,0,5,2.5,14.71,3.69,3378,On
-17.37,25.82,421.04,6822.41,91,602,0.6,23.35,-12.29,15.54,-27,30.62,208,4.18,6.75,0,0,0,0,0,0,5,2.5,14.71,3.69,3384,On
-17.69,25.76,418.9,6858.81,106,701,0.7,8.29,-33.21,20.21,-75,39.75,343,3.51,6.73,0,0,0,0,0,0,5,2.5,14.71,3.69,3389,On
-18.12,25.71,416.76,6895.39,128,853,0.85,29.54,-42.77,21.14,-55,56.11,730,2.01,6.94,0,0,0,0,0,0,5,2.5,14.71,3.69,3395,On
-18.44,25.65,414.61,6932.13,122,810,0.81,24.35,11.46,24.33,25,36.28,0,3.58,7.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3401,On
-18.69,25.6,412.45,6969.39,112,746,0.75,3.23,-4.35,21.46,-53,22.13,97,4.06,7.26,0,0,0,0,0,0,5,2.5,14.71,3.69,3406,On
-19,25.54,410.33,7005.94,102,680,0.68,17.54,1.64,20.43,5,26.98,211,5,7.33,0,0,0,0,0,0,5,2.5,14.71,3.69,3412,On
-19.31,25.49,408.2,7042.85,111,737,0.74,27.67,-9.6,15.18,-19,32.99,376,1.15,6.84,0,0,0,0,0,0,5,2.5,14.71,3.69,3417,On
-19.69,25.44,406.08,7079.8,110,734,0.73,19.42,7.58,22.17,21,30.43,564,-1.57,6.23,0,0,0,0,0,0,5,2.5,14.71,3.69,3423,On
-20.06,25.38,403.95,7117.13,106,703,0.7,38.67,-19.85,16.12,-27,46.36,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3429,On
-20.44,25.33,401.85,7153.95,102,677,0.68,0.1,-28.42,23.22,-89,36.7,0,-2.41,6.07,5,0,0,0,0,0,5,2.5,14.71,3.69,3434,On
-20.81,25.28,399.73,7191.43,113,748,0.75,21.18,-26.39,15.58,-51,37.26,0,-2.41,6.07,6,0,0,0,0,0,5,2.5,14.71,3.69,3440,On
-21.12,25.22,397.61,7228.91,121,801,0.8,25.54,4.48,21.62,9,33.76,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3445,On
-21.44,25.17,395.55,7265.65,123,814,0.81,33.52,-29.08,16.12,-40,47.21,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3451,On
-21.69,25.11,393.45,7303.07,115,765,0.77,22.18,3.98,20.6,10,30.53,0,-2.41,6.07,1,1,0,0,0,0,5,2.5,14.71,3.69,3456,On
-21.87,25.06,391.33,7341.15,116,768,0.77,26.29,4.58,21.27,9,34.13,0,-2.41,6.07,1,1,0,0,0,0,5,2.5,14.71,3.69,3462,On
-22.06,25.01,389.18,7379.96,116,770,0.77,18.06,-1.81,17.89,-5,25.48,0,-2.41,6.07,6,0,0,0,0,0,5,2.5,14.71,3.69,3468,On
-22.19,24.96,387.18,7416.04,116,772,0.77,38,-6.93,17.81,-10,42.53,0,-2.41,6.07,7,0,0,0,0,0,5,2.5,14.71,3.69,3473,On
-22.31,24.91,385.2,7452.06,126,836,0.84,10.75,-21.5,17.27,-63,29.6,0,-2.41,6.07,1,0,0,0,0,0,5,2.5,14.71,3.69,3479,On
-22.37,24.86,383.23,7488.08,131,869,0.87,-0.18,-33.64,24.72,-90,41.75,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3484,On
-22.69,24.8,381.27,7524.06,131,867,0.87,15.96,-37.46,19.35,-66,45.08,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3490,On
-22.94,24.75,379.38,7558.9,138,918,0.92,30.87,-26.54,15.5,-40,43.57,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3496,On
-23.12,24.69,377.46,7594.24,124,821,0.82,-7.06,-9.71,27.5,-126,30.01,0,-2.41,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,3501,On
